MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
The Real Housewives of New York City,2008.0,"
Reality-TV            ",4.5,"
A fast-paced reality show that follows several incredibly busy and ambitious Manhattan women. Watch as they balance envious social calendars, challenging careers, and motherhood, with the hustle and bustle of the big city all around.","
            
    Stars:
Ramona Singer, 
Luann de Lesseps, 
Sonja Morgan, 
Bethenny Frankel
",0.0036258529780131125,0.05158264947245017,0.0
Being Human,2008.0,"
Comedy, Drama, Fantasy            ",7.8,"
A werewolf, a vampire and a ghost try to live together and get along.","
            
    Stars:
Lenora Crichlow, 
Russell Tovey, 
Aidan Turner, 
Sinéad Keenan
",0.027179411751596754,0.07033997655334115,0.0
Psycho-Pass,2012.0,"
Animation, Action, Crime            ",8.2,"
Believing in humanity and order, policewoman Akane Tsunemori obeys the ruling, computerized, precognitive Sibyl System. But when she faces a criminal mastermind who can elude this ""perfect"" system, she questions both Sibyl and herself.","
            
    Stars:
Kana Hanazawa, 
Miyuki Sawashiro, 
Noriko Hidaka, 
Shizuka Itô
",0.018785573250252943,0.029308323563892142,0.0
Cam,2018.0,"
Drama, Horror, Mystery            ",5.9,"
Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.","
    Director:
Daniel Goldhaber
| 
    Stars:
Madeline Brewer, 
Patch Darragh, 
Melora Walters, 
Devin Druid
",0.03202316801939731,0.11019929660023446,0.0
Kono subarashii sekai ni shukufuku o!,2016.0,"
Animation, Adventure, Comedy            ",7.8,"
It was a happy day for Kazuma - right up to the moment he died. A goddess intervenes and offers him a second chance in a magical land.","
            
    Stars:
Jun Fukushima, 
Sora Amamiya, 
Rie Takahashi, 
Ai Kayano
",0.008497466137162875,0.028135990621336458,0.0
Leyla ile Mecnun,2011.0,"
Adventure, Comedy, Drama            ",9.1,"
Turkish television comedy series set in Istanbul, Leyla and Mecnun is a surreal and absurd comedy that revolves around the fictional love story between Leyla and Mecnun.","
            
    Stars:
Ali Atay, 
Ahmet Mümtaz Taylan, 
Serkan Keskin, 
Cengiz Bozkurt
",0.10101465941050361,0.09378663540445487,0.0
Boyka: Undisputed IV,2016.0,"
Action, Drama, Sport            ",7.0,"
In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for.","
    Director:
Todor Chapkanov
| 
    Stars:
Scott Adkins, 
Teodora Duhovnikova, 
Alon Aboutboul, 
Julian Vergov
",0.029864816077660554,0.10082063305978897,0.0
V-Wars,2019.0,"
Drama, Horror, Sci-Fi            ",6.1,"
Dr. Luther Swann enters a world of horror when a virus is released from ice melting due to climate change.","
            
    Stars:
Ian Somerhalder, 
Adrian Holmes, 
Jacky Lai, 
Kyle Breitkopf
",0.014140158048858757,0.07033997655334115,0.0
Between Two Ferns: The Movie,2019.0,"
Comedy            ",6.1,"
Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.","
    Director:
Scott Aukerman
| 
    Stars:
Zach Galifianakis, 
Matthew McConaughey, 
Rekha Shankar, 
Olivia Mekdara
",0.03153177245599725,0.09613130128956623,0.0
Sijipeuseu: The Myth,2021.0,"
Action, Drama, Fantasy            ",7.1,"
An unfathomable incident introduces a genius engineer to dangerous secrets of the world, and to a woman from the future who's come looking for him.","
            
    Stars:
Cho Seung-woo, 
Park Shin-Hye, 
In-ho Tae, 
Hye-in Jeong
",0.0026285762677114113,0.08206330597889801,0.0
A Perfect Ending,2012.0,"
Drama, Romance            ",5.7,"
Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.","
    Director:
Nicole Conn
| 
    Stars:
Barbara Niven, 
Bryan Mordechai Jackson, 
Jessica Clark, 
John Heard
",0.004506130744648134,0.12895662368112543,0.0
Das schaurige Haus,2020.0,"
Drama, Family, Fantasy            ",5.4,"
Hendrik is sixteen, a big city kid, and vexed to learn that his mother is moving with him and his little brother Eddi to a village in the south of Austria. To make matters worse, the locals...                See full summary »
","
    Director:
Daniel Prochaska
| 
    Stars:
Marii Weichsler, 
Julia Koschitz, 
Leon Orlandianyi, 
Lars Bitterlich
",0.0030230298492162186,0.11723329425556857,0.0
Nightflyers,2018.0,"
Drama, Horror, Mystery            ",5.9,"
A crew of scientists embarks on a mission aboard a ship called the Nightflyer to investigate a mysterious alien signal, but they soon begin to question if there is already something on the ship with them.","
            
    Stars:
Eoin Macken, 
David Ajala, 
Jodie Turner-Smith, 
Angus Sampson
",0.01369221923596347,0.07033997655334115,0.0
Hotel Del Luna,2019.0,"
Drama, Fantasy, Horror            ",8.2,"
When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.","
            
    Stars:
Ji-eun Lee, 
Yeo Jin-gu, 
Shin Jeong-geun, 
Bae Hae-Sun
",0.005408694024362523,0.09378663540445487,0.0
The Baby-Sitters Club,2020.0,"
Comedy, Drama, Family            ",7.4,"
Based on the book series of the same name focusing on a group of young girls who start their own babysitting service.","
            
    Stars:
Sophie Grace, 
Momona Tamada, 
Shay Rudolph, 
Malia Baker
",0.002896002424663823,0.0,0.0
Rim of the World,2019.0,"
Action, Adventure, Comedy            ",5.2,"
Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.","
    Director:
McG
| 
    Stars:
Jack Gore, 
Miya Cech, 
Benjamin Flores Jr., 
Alessio Scalzotto
",0.023057706107567716,0.1148886283704572,0.0
Crossing Lines,2013.0,"
Action, Crime, Drama            ",7.3,"
A special crime unit investigates serialized crimes that cross over European borders, to hunt down criminals and bring them to justice.","
            
    Stars:
Tom Wlaschiha, 
Donald Sutherland, 
Lara Rossi, 
William Fichtner
",0.013978588079033342,0.050410316529894486,0.0
We Bare Bears,2014.0,"
Animation, Adventure, Comedy            ",7.9,"
Three bear brothers do whatever they can to be a part of human society by doing what everyone around them does.","
            
    Stars:
Eric Edelstein, 
Demetri Martin, 
Bobby Moynihan, 
Keith Ferguson
",0.014457726610239746,0.035169988276670575,0.0
The Saint,2017.0,"
Action, Adventure, Crime            ",4.9,"
International master thief, Simon Templar, also known as The Saint, is tasked to find a man's kidnapped daughter. In addition to evading the authorities, Simon must face a dangerous adversary from his past.","
    Director:
Ernie Barbarash
| 
    Stars:
Adam Rayner, 
Eliza Dushku, 
Ian Ogilvy, 
James Remar
",0.006771453149165853,0.10668229777256741,0.0
Night in Paradise,2020.0,"
Action, Crime, Drama            ",6.7,"
Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons.","
    Director:
Park Hoon-jung
| 
    Stars:
Tae-goo Eom, 
Jeon Yeo-bin, 
Seung-Won Cha, 
Dong-in Cho
",0.005201438752724404,0.15357561547479484,0.0
Ezel,2009.0,"
Crime, Drama, Thriller            ",8.6,"
Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.","
            
    Stars:
Kenan Imirzalioglu, 
Cansu Dere, 
Yigit Özsener, 
Baris Falay
",0.03248224958883228,0.10550996483001171,0.0
Kimbiseoga wae geureolkka,2018.0,"
Comedy, Mystery, Romance            ",8.1,"
A romance between perfect but narcissistic second generation heir and his capable assistant.","
            
    Stars:
Park Min-Young, 
Seo Jun Park, 
Lee Tae-Hwan, 
Kim Byeong-Ok
",0.008575465432940662,0.07033997655334115,0.0
Amar,2017.0,"
Drama, Romance            ",5.2,"
Laura and Carlos love each other as if every day was the last, and perhaps that first love intensity is what will tear them apart a year later.","
    Director:
Esteban Crespo
| 
    Stars:
María Pedraza, 
Pol Monen, 
Natalia Tena, 
Greta Fernández
",0.004549587495152901,0.123094958968347,0.0
Le convoyeur,2004.0,"
Action, Crime, Drama            ",6.6,"
A mysterious vengeful man takes a job as a security guard for a money transport company amidst a series of violent robberies.","
    Director:
Nicolas Boukhrief
| 
    Stars:
Albert Dupontel, 
Jean Dujardin, 
François Berléand, 
Claude Perron
",0.003927821680238544,0.11137162954279015,0.0
Soupçons,2004.0,"
Documentary, Crime, Drama            ",7.9,"
The high-profile murder trial of American novelist Michael Peterson following the death of his wife in 2001.","
            
    Stars:
Michael Peterson, 
David Rudolf, 
Ron Guerette, 
Martha Ratliff
",0.0225083682101613,0.7373974208675264,0.0
Valley of the Dolls,1967.0,"
Drama, Music, Romance            ",6.0,"
Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.","
    Director:
Mark Robson
| 
    Stars:
Barbara Parkins, 
Patty Duke, 
Paul Burke, 
Sharon Tate
",0.008802777666350212,0.14419695193434934,0.08815301283704689
Tidelands,2018.0,"
Crime, Drama, Fantasy            ",7.0,"
After an ex-con returns to her fishing village, a dead body leads her to uncover the secrets of the town and its half-siren, half-human residents.","
            
    Stars:
Charlotte Best, 
Marco Pigossi, 
Aaron Jakubenko, 
Mattias Inwood
",0.00791581424579138,0.07033997655334115,0.0
The Shack,2017.0,"
Drama, Fantasy            ",6.3,"
A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""","
    Director:
Stuart Hazeldine
| 
    Stars:
Sam Worthington, 
Octavia Spencer, 
Tim McGraw, 
Radha Mitchell
",0.035406108904845315,0.1547479484173505,0.11386678835737388
To the Lake,2019.0,"
Drama, Sci-Fi, Thriller            ",7.3,"
A terrible plague strikes and a group decides to risk their lives. Humanity struggles to survive as they face the end of their civilization.","
            
    Stars:
Kirill Käro, 
Maryana Spivak, 
Aleksandr Robak, 
Eldar Kalimulin
",0.01170769429624578,0.0,0.0
Escape From Spiderhead,2021.0,"
Action, Mystery, Sci-Fi            ",0.0,"
In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.","
    Director:
Joseph Kosinski
| 
    Stars:
Chris Hemsworth, 
Jurnee Smollett, 
Miles Teller, 
Tess Haubrich
",0.0,0.0,0.0
Yakuza and the Family,2020.0,"
Crime, Drama            ",7.0,"
Kenji Yamamoto's father died from using a stimulant drug. His life fell into desperation. Kenji then joined a crime syndicate. There, he meets the gang's boss Hiroshi Shibasaki. Hiroshi ...                See full summary »
","
    Director:
Michihito Fujii
| 
    Stars:
Gô Ayano, 
Naoyuki Fernandez, 
Hayato Ichihara, 
Hayato Isomura
",0.0013282165795303104,0.15943728018757325,0.0
Maggie,2015.0,"
Drama, Horror, Sci-Fi            ",5.6,"
A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.","
    Director:
Henry Hobson
| 
    Stars:
Arnold Schwarzenegger, 
Abigail Breslin, 
Joely Richardson, 
Laura Cayouette
",0.04779685417697372,0.11137162954279015,0.0003769766472887443
Broken City,2013.0,"
Action, Crime, Drama            ",6.2,"
In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler.","
    Director:
Allen Hughes
| 
    Stars:
Mark Wahlberg, 
Russell Crowe, 
Catherine Zeta-Jones, 
Jeffrey Wright
",0.08663381782038766,0.12778429073856976,0.039086526060990855
Delhi Crime,2019.0,"
Crime, Drama            ",8.5,"
Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime.","
            
    Stars:
Shefali Shah, 
Rajesh Tailang, 
Rasika Dugal, 
Anurag Arora
",0.017748182616408377,0.058616647127784284,0.0
La Mante,2017.0,"
Crime, Drama, Thriller            ",7.4,"
A serial killer, nicknamed 'La Mante' decides to collaborate with the police when a string of murders that copycat her style suddenly appear.","
            
    Stars:
Carole Bouquet, 
Fred Testot, 
Manon Azem, 
Pascal Demolon
",0.013605305734953936,0.06096131301289566,0.0
Step Up 2: The Streets,2008.0,"
Drama, Music, Romance            ",6.2,"
Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.","
    Director:
Jon M. Chu
| 
    Stars:
Robert Hoffman, 
Briana Evigan, 
Cassie Ventura, 
Adam Sevani
",0.09225310994335022,0.1148886283704572,0.11511676355627866
Move to Heaven,2021.0,"
Drama            ",8.7,"
Working as trauma cleaners, both Gu-ru and Sang-gu uncover various stories of the deceased while experiencing different emotions and sentiments toward life, death and family.","
            
    Stars:
Olivia Castanho, 
Yang Hong-Seok, 
Lee Jehoon, 
Tang Joon-sang
",0.0028948881490098543,0.07033997655334115,0.0
Baby,2018.0,"
Drama            ",6.8,"
A coming-of-age story that explores the unseen lives of Roman high schoolers. Loosely inspired by a true story, the series follows a group of Parioli teenagers as they defy society in their search for identity and independence","
            
    Stars:
Benedetta Porcaroli, 
Alice Pagani, 
Riccardo Mandolini, 
Chabeli Sastre
",0.010402877505448807,0.058616647127784284,0.0
L'incredibile storia dell'Isola delle Rose,2020.0,"
Adventure, Comedy, Drama            ",7.0,"
An idealistic engineer builds his own island off the Italian coast and declares it a nation, drawing the world's attention. Values are tested when the Italian Government declares him an enemy, but to change the world risks must be taken.","
    Director:
Sydney Sibilia
| 
    Stars:
Elio Germano, 
Leonardo Lidi, 
Matilda De Angelis, 
Tom Wlaschiha
",0.017969923471548084,0.13716295427901523,0.0
Jeopardy!,1984.0,"
Game-Show            ",8.2,"
A returning champion and two challengers test their buzzer skills and their knowledge in a wide range of academic and popular categories.","
            
    Stars:
Alex Trebek, 
Johnny Gilbert, 
Jimmy McGuire, 
Sarah Whitcomb Foss
",0.0072739914691055925,0.035169988276670575,0.0
Miracle in Cell No. 7,2019.0,"
Drama            ",8.2,"
A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).","
    Director:
Mehmet Ada Öztekin
| 
    Stars:
Aras Bulut Iynemli, 
Nisa Sofiya Aksongur, 
Deniz Baysal, 
Celile Toyon Uysal
",0.0457956151024465,0.1547479484173505,0.0
Contraband,2012.0,"
Action, Crime, Drama            ",6.4,"
To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.","
    Director:
Baltasar Kormákur
| 
    Stars:
Mark Wahlberg, 
Giovanni Ribisi, 
Kate Beckinsale, 
Robert Wahlberg
",0.13288962876792312,0.12778429073856976,0.13200134917957979
